Date;2015;2016;2017;2018;2019;2020;2021
17.12.2021;;;;;17;37;
18.12.2021;;;;;19;42;
19.12.2021;;;;;19;30;
20.12.2021;;;;;21;20;
21.12.2021;;;;;22;34;
22.12.2021;;;;;13;36;
23.12.2021;;;;;21;26;
24.12.2021;;;;;23;30;
25.12.2021;;;;;15;30;
26.12.2021;;;;;13;37;
27.12.2021;;;;;25;27;
28.12.2021;;;;;17;25;
29.12.2021;;;;;13;31;
30.12.2021;;;;;17;24;
31.12.2021;;;;;18;18;
;;;;;18;24;
